# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	409929	410885	+	WP_029510234.1	WP_029510234.1		nucleoside hydrolase		66530958	FGL83_RS02045	957	318	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	410922	412169	-						66530959	FGL83_RS02050	1248		old_locus_tag=FGL83_02050
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	410922	412169	-	WP_147000767.1	WP_147000767.1		glutamate-5-semialdehyde dehydrogenase		66530959	FGL83_RS02050	1248	415	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	412175	412990	-					proB	66530960	FGL83_RS02055	816		old_locus_tag=FGL83_02055
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	412175	412990	-	WP_147000768.1	WP_147000768.1		glutamate 5-kinase	proB	66530960	FGL83_RS02055	816	271	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	413143	414072	-						66530961	FGL83_RS02060	930		old_locus_tag=FGL83_02060
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	413143	414072	-	WP_147000769.1	WP_147000769.1		alpha/beta hydrolase		66530961	FGL83_RS02060	930	309	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	414236	416035	+						66530962	FGL83_RS02065	1800		old_locus_tag=FGL83_02065
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	414236	416035	+	WP_147000770.1	WP_147000770.1		M3 family oligoendopeptidase		66530962	FGL83_RS02065	1800	599	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	416046	416699	-					thiE	66530963	FGL83_RS02070	654		old_locus_tag=FGL83_02070
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	416046	416699	-	WP_147000771.1	WP_147000771.1		thiamine phosphate synthase	thiE	66530963	FGL83_RS02070	654	217	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	416689	417522	-					thiD	66530964	FGL83_RS02075	834		old_locus_tag=FGL83_02075
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	416689	417522	-	WP_147000772.1	WP_147000772.1		bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase	thiD	66530964	FGL83_RS02075	834	277	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	417512	418291	-					thiM	66530965	FGL83_RS02080	780		old_locus_tag=FGL83_02080
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	417512	418291	-	WP_147000773.1	WP_147000773.1		hydroxyethylthiazole kinase	thiM	66530965	FGL83_RS02080	780	259	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	418313	418837	-					thiW	66530966	FGL83_RS02085	525		old_locus_tag=FGL83_02085
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	418313	418837	-	WP_227784212.1	WP_227784212.1		energy coupling factor transporter S component ThiW	thiW	66530966	FGL83_RS02085	525	174	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	419098	419607	-						66530967	FGL83_RS02090	510		old_locus_tag=FGL83_02090
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	419098	419607	-	WP_010003256.1	WP_010003256.1		hypothetical protein		66530967	FGL83_RS02090	510	169	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	419821	420432	+						66530968	FGL83_RS02095	612		old_locus_tag=FGL83_02095
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	419821	420432	+	WP_147000774.1	WP_147000774.1		NAD(P)H-binding protein		66530968	FGL83_RS02095	612	203	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	420462	422516	-						66530969	FGL83_RS02100	2055		old_locus_tag=FGL83_02100
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	420462	422516	-	WP_147000775.1	WP_147000775.1		penicillin-binding protein 2		66530969	FGL83_RS02100	2055	684	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	422613	425228	+						66530970	FGL83_RS02105	2616		old_locus_tag=FGL83_02105
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	422613	425228	+	WP_147000776.1	WP_147000776.1		YfhO family protein		66530970	FGL83_RS02105	2616	871	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	425288	425770	+					greA	66530971	FGL83_RS02110	483		old_locus_tag=FGL83_02110
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	425288	425770	+	WP_010003959.1	WP_010003959.1		transcription elongation factor GreA	greA	66530971	FGL83_RS02110	483	160	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	425853	426818	-						66530972	FGL83_RS02115	966		old_locus_tag=FGL83_02115
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	425853	426818	-	WP_010681820.1	WP_010681820.1		GRP family sugar transporter		66530972	FGL83_RS02115	966	321	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	427094	428422	-						66530973	FGL83_RS02120	1329		old_locus_tag=FGL83_02120
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	427094	428422	-	WP_077281928.1	WP_077281928.1		endolytic transglycosylase MltG		66530973	FGL83_RS02120	1329	442	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	428531	429793	-						66530974	FGL83_RS02125	1263		old_locus_tag=FGL83_02125
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	428531	429793	-	WP_147000777.1	WP_147000777.1		acetate kinase		66530974	FGL83_RS02125	1263	420	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	429911	430921	-						66530975	FGL83_RS02130	1011		old_locus_tag=FGL83_02130
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	429911	430921	-	WP_146976231.1	WP_146976231.1		class I SAM-dependent methyltransferase		66530975	FGL83_RS02130	1011	336	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	430953	431249	-						66530976	FGL83_RS02135	297		old_locus_tag=FGL83_02135
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	430953	431249	-	WP_029510258.1	WP_029510258.1		hypothetical protein		66530976	FGL83_RS02135	297	98	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	431242	431667	-						66530977	FGL83_RS02140	426		old_locus_tag=FGL83_02140
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	431242	431667	-	WP_095652333.1	WP_095652333.1		hypothetical protein		66530977	FGL83_RS02140	426	141	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	431654	431866	-						66530978	FGL83_RS02145	213		old_locus_tag=FGL83_02145
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	431654	431866	-	WP_010003999.1	WP_010003999.1		hypothetical protein		66530978	FGL83_RS02145	213	70	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	431838	432230	-						66530979	FGL83_RS02150	393		old_locus_tag=FGL83_02150
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	431838	432230	-	WP_095652332.1	WP_095652332.1		prepilin-type N-terminal cleavage/methylation domain-containing protein		66530979	FGL83_RS02150	393	130	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	432214	432525	-						66530980	FGL83_RS02155	312		old_locus_tag=FGL83_02155
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	432214	432525	-	WP_029510266.1	WP_029510266.1		prepilin-type N-terminal cleavage/methylation domain-containing protein		66530980	FGL83_RS02155	312	103	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	432522	433568	-						66530981	FGL83_RS02160	1047		old_locus_tag=FGL83_02160
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	432522	433568	-	WP_147000778.1	WP_147000778.1		type II secretion system F family protein		66530981	FGL83_RS02160	1047	348	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	433510	434466	-					tadA	66530982	FGL83_RS02165	957		old_locus_tag=FGL83_02165
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	433510	434466	-	WP_147000779.1	WP_147000779.1		Flp pilus assembly complex ATPase component TadA	tadA	66530982	FGL83_RS02165	957	318	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	434553	435905	-						66530983	FGL83_RS02170	1353		old_locus_tag=FGL83_02170
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	434553	435905	-	WP_095653105.1	WP_095653105.1		glucose-6-phosphate isomerase		66530983	FGL83_RS02170	1353	450	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	435990	436691	-					nagB	66530984	FGL83_RS02175	702		old_locus_tag=FGL83_02175
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	435990	436691	-	WP_147001477.1	WP_147001477.1		glucosamine-6-phosphate deaminase	nagB	66530984	FGL83_RS02175	702	233	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	436815	437927	-						66530985	FGL83_RS02180	1113		old_locus_tag=FGL83_02180
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	436815	437927	-	WP_095652328.1	WP_095652328.1		HAMP domain-containing histidine kinase		66530985	FGL83_RS02180	1113	370	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	437927	438616	-						66530986	FGL83_RS02185	690		old_locus_tag=FGL83_02185
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	437927	438616	-	WP_009999749.1	WP_009999749.1		response regulator transcription factor		66530986	FGL83_RS02185	690	229	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	438629	439333	-						66530987	FGL83_RS02190	705		old_locus_tag=FGL83_02190
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	438629	439333	-	WP_048700607.1	WP_048700607.1		DUF1129 domain-containing protein		66530987	FGL83_RS02190	705	234	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	439398	440498	-					ychF	66530988	FGL83_RS02195	1101		old_locus_tag=FGL83_02195
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	439398	440498	-	WP_029510278.1	WP_029510278.1		redox-regulated ATPase YchF	ychF	66530988	FGL83_RS02195	1101	366	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	440575	440781	-						66530989	FGL83_RS02200	207		old_locus_tag=FGL83_02200
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	440575	440781	-	WP_147000780.1	WP_147000780.1		DUF951 domain-containing protein		66530989	FGL83_RS02200	207	68	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	440783	441682	-						66530990	FGL83_RS02205	900		old_locus_tag=FGL83_02205
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	440783	441682	-	WP_010006394.1	WP_010006394.1		ParB/RepB/Spo0J family partition protein		66530990	FGL83_RS02205	900	299	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	441672	442433	-						66530991	FGL83_RS02210	762		old_locus_tag=FGL83_02210
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	441672	442433	-	WP_009999754.1	WP_009999754.1		AAA family ATPase		66530991	FGL83_RS02210	762	253	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	442510	443229	-					rsmG	66530992	FGL83_RS02215	720		old_locus_tag=FGL83_02215
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	442510	443229	-	WP_095652324.1	WP_095652324.1		16S rRNA (guanine(527)-N(7))-methyltransferase RsmG	rsmG	66530992	FGL83_RS02215	720	239	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	443306	444259	-					rihC	66530993	FGL83_RS02220	954		old_locus_tag=FGL83_02220
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	443306	444259	-	WP_029510283.1	WP_029510283.1		ribonucleoside hydrolase RihC	rihC	66530993	FGL83_RS02220	954	317	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	444563	446191	-						66530994	FGL83_RS02225	1629		old_locus_tag=FGL83_02225
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	444563	446191	-	WP_147000781.1	WP_147000781.1		peptide ABC transporter substrate-binding protein		66530994	FGL83_RS02225	1629	542	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	446436	446645	+						66530995	FGL83_RS02230	210		old_locus_tag=FGL83_02230
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	446436	446645	+	WP_029510285.1	WP_029510285.1		hypothetical protein		66530995	FGL83_RS02230	210	69	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	446713	447567	-						66530996	FGL83_RS02235	855		old_locus_tag=FGL83_02235
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	446713	447567	-	WP_147000782.1	WP_147000782.1		glycosyltransferase family 8 protein		66530996	FGL83_RS02235	855	284	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	447665	448825	+						66530997	FGL83_RS02240	1161		old_locus_tag=FGL83_02240
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	447665	448825	+	WP_147000783.1	WP_147000783.1		DUF2075 domain-containing protein		66530997	FGL83_RS02240	1161	386	
gene	tRNA	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	448914	448997	-						66530998	FGL83_RS02245	84		old_locus_tag=FGL83_02245
tRNA		GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	448914	448997	-				tRNA-Leu		66530998	FGL83_RS02245	84		anticodon=CAA
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	449064	449396	-						66530999	FGL83_RS02250	333		old_locus_tag=FGL83_02250
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	449064	449396	-	WP_147000784.1	WP_147000784.1		metalloregulator ArsR/SmtB family transcription factor		66530999	FGL83_RS02250	333	110	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	449404	450015	-						66531000	FGL83_RS02255	612		old_locus_tag=FGL83_02255
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	449404	450015	-	WP_048700622.1	WP_048700622.1		cadmium resistance transporter		66531000	FGL83_RS02255	612	203	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	450382	450843	-						66531001	FGL83_RS02260	462		old_locus_tag=FGL83_02260
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	450382	450843	-	WP_009999766.1	WP_009999766.1		universal stress protein		66531001	FGL83_RS02260	462	153	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	450870	452273	-						66531002	FGL83_RS02265	1404		old_locus_tag=FGL83_02265
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	450870	452273	-	WP_029510290.1	WP_029510290.1		Nramp family divalent metal transporter		66531002	FGL83_RS02265	1404	467	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	452718	453422	-						66531003	FGL83_RS02270	705		old_locus_tag=FGL83_02270
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	452718	453422	-	WP_147000785.1	WP_147000785.1		NAD-dependent protein deacylase		66531003	FGL83_RS02270	705	234	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	453435	454376	-						66531004	FGL83_RS02275	942		old_locus_tag=FGL83_02275
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	453435	454376	-	WP_147000786.1	WP_147000786.1		nitrate ABC transporter ATPase		66531004	FGL83_RS02275	942	313	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	454373	455587	-						66531005	FGL83_RS02280	1215		old_locus_tag=FGL83_02280
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	454373	455587	-	WP_147000787.1	WP_147000787.1		hydroxymethylglutaryl-CoA reductase		66531005	FGL83_RS02280	1215	404	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	455580	456500	-						66531006	FGL83_RS02285	921		old_locus_tag=FGL83_02285
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	455580	456500	-	WP_147000788.1	WP_147000788.1		exopolyphosphatase		66531006	FGL83_RS02285	921	306	
gene	pseudogene	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	456657	457673	-						66531007	FGL83_RS02290	1017		pseudo;old_locus_tag=FGL83_02290
CDS	without_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	456657	457673	-				phosphatase PAP2 family protein		66531007	FGL83_RS02290	1017		pseudo
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	457790	458974	-						66531008	FGL83_RS02295	1185		old_locus_tag=FGL83_02295
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	457790	458974	-	WP_147000789.1	WP_147000789.1		LCP family protein		66531008	FGL83_RS02295	1185	394	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	459010	459687	-						66531009	FGL83_RS02300	678		old_locus_tag=FGL83_02300
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	459010	459687	-	WP_147000790.1	WP_147000790.1		metal-dependent hydrolase		66531009	FGL83_RS02300	678	225	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	459750	461003	-						66531010	FGL83_RS02305	1254		old_locus_tag=FGL83_02305
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	459750	461003	-	WP_147000791.1	WP_147000791.1		aminoacyltransferase		66531010	FGL83_RS02305	1254	417	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	461073	462122	-						66531011	FGL83_RS02310	1050		old_locus_tag=FGL83_02310
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	461073	462122	-	WP_147000792.1	WP_147000792.1		LysM peptidoglycan-binding domain-containing protein		66531011	FGL83_RS02310	1050	349	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	462327	462677	-						66531012	FGL83_RS02315	351		old_locus_tag=FGL83_02315
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	462327	462677	-	WP_029510302.1	WP_029510302.1		NlpC/P60 family protein		66531012	FGL83_RS02315	351	116	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	462688	464061	-						66531013	FGL83_RS02320	1374		old_locus_tag=FGL83_02320
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	462688	464061	-	WP_147000793.1	WP_147000793.1		LysM peptidoglycan-binding domain-containing protein		66531013	FGL83_RS02320	1374	457	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	464377	465348	-						66531014	FGL83_RS02325	972		old_locus_tag=FGL83_02325
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	464377	465348	-	WP_029510304.1	WP_029510304.1		ketoacyl-ACP synthase III		66531014	FGL83_RS02325	972	323	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	465476	466159	-						66531015	FGL83_RS02330	684		old_locus_tag=FGL83_02330
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	465476	466159	-	WP_029510305.1	WP_029510305.1		hypothetical protein		66531015	FGL83_RS02330	684	227	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	466233	468917	-						66531016	FGL83_RS02335	2685		old_locus_tag=FGL83_02335
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	466233	468917	-	WP_147000794.1	WP_147000794.1		valine--tRNA ligase		66531016	FGL83_RS02335	2685	894	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	469153	470199	-						66531017	FGL83_RS02340	1047		old_locus_tag=FGL83_02340
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	469153	470199	-	WP_147000795.1	WP_147000795.1		acyltransferase		66531017	FGL83_RS02340	1047	348	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	470234	470599	-						66531018	FGL83_RS02345	366		old_locus_tag=FGL83_02345
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	470234	470599	-	WP_029510310.1	WP_029510310.1		type II toxin-antitoxin system PemK/MazF family toxin		66531018	FGL83_RS02345	366	121	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	470639	471766	-					alr	66531019	FGL83_RS02350	1128		old_locus_tag=FGL83_02350
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	470639	471766	-	WP_147000796.1	WP_147000796.1		alanine racemase	alr	66531019	FGL83_RS02350	1128	375	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	471763	472173	-					acpS	66531020	FGL83_RS02355	411		old_locus_tag=FGL83_02355
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	471763	472173	-	WP_147000797.1	WP_147000797.1		holo-ACP synthase	acpS	66531020	FGL83_RS02355	411	136	
gene	tRNA	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	472286	472369	-						66531021	FGL83_RS02360	84		old_locus_tag=FGL83_02360
tRNA		GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	472286	472369	-				tRNA-Leu		66531021	FGL83_RS02360	84		anticodon=CAA
gene	tRNA	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	472397	472469	-						66531022	FGL83_RS02365	73		old_locus_tag=FGL83_02365
tRNA		GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	472397	472469	-				tRNA-His		66531022	FGL83_RS02365	73		anticodon=GTG
gene	tRNA	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	472472	472545	-						66531023	FGL83_RS02370	74		old_locus_tag=FGL83_02370
tRNA		GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	472472	472545	-				tRNA-Trp		66531023	FGL83_RS02370	74		anticodon=CCA
gene	tRNA	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	472637	472710	-						66531024	FGL83_RS02375	74		old_locus_tag=FGL83_02375
tRNA		GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	472637	472710	-				tRNA-Asp		66531024	FGL83_RS02375	74		anticodon=GTC
gene	tRNA	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	472713	472785	-						66531025	FGL83_RS02380	73		old_locus_tag=FGL83_02380
tRNA		GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	472713	472785	-				tRNA-Val		66531025	FGL83_RS02380	73		anticodon=TAC
gene	tRNA	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	472789	472877	-						66531026	FGL83_RS02385	89		old_locus_tag=FGL83_02385
tRNA		GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	472789	472877	-				tRNA-Ser		66531026	FGL83_RS02385	89		anticodon=GGA
gene	rRNA	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	472944	473060	-					rrf	66531027	FGL83_RS02390	117		old_locus_tag=FGL83_02390
rRNA		GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	472944	473060	-				5S ribosomal RNA	rrf	66531027	FGL83_RS02390	117		
gene	rRNA	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	473157	476060	-						66531028	FGL83_RS02395	2904		old_locus_tag=FGL83_02395
rRNA		GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	473157	476060	-				23S ribosomal RNA		66531028	FGL83_RS02395	2904		
gene	tRNA	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	476249	476321	-						66531029	FGL83_RS02400	73		old_locus_tag=FGL83_02400
tRNA		GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	476249	476321	-				tRNA-Ala		66531029	FGL83_RS02400	73		anticodon=TGC
gene	rRNA	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	476435	477984	-						66531030	FGL83_RS02405	1550		old_locus_tag=FGL83_02405
rRNA		GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	476435	477984	-				16S ribosomal RNA		66531030	FGL83_RS02405	1550		
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	478562	479617	-						66531031	FGL83_RS02410	1056		old_locus_tag=FGL83_02410
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	478562	479617	-	WP_147000798.1	WP_147000798.1		PTS sugar transporter subunit IIC		66531031	FGL83_RS02410	1056	351	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	479681	480673	-						66531032	FGL83_RS02415	993		old_locus_tag=FGL83_02415
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	479681	480673	-	WP_147000799.1	WP_147000799.1		D-2-hydroxyacid dehydrogenase		66531032	FGL83_RS02415	993	330	
gene	protein_coding	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	480666	481862	-						66531033	FGL83_RS02420	1197		old_locus_tag=FGL83_02420
CDS	with_protein	GCF_007954605.1	Primary Assembly	chromosome		NZ_CP042387.1	480666	481862	-	WP_147000800.1	WP_147000800.1		aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme		66531033	FGL83_RS02420	1197	398	
