# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	364135	364239	+	WP_242455656.1	WP_242455656.1		putative holin-like toxin		64344009	I6H60_RS01740	105	34	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	364417	364632	+						64344010	I6H60_RS01745	216		old_locus_tag=I6H60_01745
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	364417	364632	+	WP_168441531.1	WP_168441531.1		AbrB family transcriptional regulator		64344010	I6H60_RS01745	216	71	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	364625	364963	+						64344011	I6H60_RS01750	339		old_locus_tag=I6H60_01750
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	364625	364963	+	WP_010278018.1	WP_010278018.1		type II toxin-antitoxin system PemK/MazF family toxin		64344011	I6H60_RS01750	339	112	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	365126	367198	+						64344012	I6H60_RS01755	2073		old_locus_tag=I6H60_01755
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	365126	367198	+	WP_010278014.1	WP_010278014.1		peptide ABC transporter permease		64344012	I6H60_RS01755	2073	690	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	367204	367593	+						64344013	I6H60_RS01760	390		old_locus_tag=I6H60_01760
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	367204	367593	+	WP_210727955.1	WP_210727955.1		thioredoxin family protein		64344013	I6H60_RS01760	390	129	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	367613	368098	+						64344014	I6H60_RS01765	486		old_locus_tag=I6H60_01765
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	367613	368098	+	WP_010278007.1	WP_010278007.1		hypothetical protein		64344014	I6H60_RS01765	486	161	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	368122	368658	+						64344015	I6H60_RS01770	537		old_locus_tag=I6H60_01770
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	368122	368658	+	WP_010278005.1	WP_010278005.1		hypothetical protein		64344015	I6H60_RS01770	537	178	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	368791	370029	-						64344016	I6H60_RS01775	1239		old_locus_tag=I6H60_01775
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	368791	370029	-	WP_188352241.1	WP_188352241.1		IS110 family transposase		64344016	I6H60_RS01775	1239	412	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	370402	371031	+						64344017	I6H60_RS01780	630		old_locus_tag=I6H60_01780
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	370402	371031	+	WP_010278000.1	WP_010278000.1		hypothetical protein		64344017	I6H60_RS01780	630	209	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	371076	372335	+						64344018	I6H60_RS01785	1260		old_locus_tag=I6H60_01785
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	371076	372335	+	WP_010277995.1	WP_010277995.1		phage tail tip lysozyme		64344018	I6H60_RS01785	1260	419	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	372352	373017	+						64344019	I6H60_RS01790	666		old_locus_tag=I6H60_01790
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	372352	373017	+	WP_010277991.1	WP_010277991.1		hypothetical protein		64344019	I6H60_RS01790	666	221	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	373094	373324	+						64344020	I6H60_RS01795	231		old_locus_tag=I6H60_01795
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	373094	373324	+	WP_031940987.1	WP_031940987.1		hypothetical protein		64344020	I6H60_RS01795	231	76	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	373402	373704	+						64344021	I6H60_RS01800	303		old_locus_tag=I6H60_01800
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	373402	373704	+	WP_010277985.1	WP_010277985.1		type II toxin-antitoxin system RelB/DinJ family antitoxin		64344021	I6H60_RS01800	303	100	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	373701	374045	+						64344022	I6H60_RS01805	345		old_locus_tag=I6H60_01805
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	373701	374045	+	WP_010277982.1	WP_010277982.1		hypothetical protein		64344022	I6H60_RS01805	345	114	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	374290	374532	+						64344023	I6H60_RS01810	243		old_locus_tag=I6H60_01810
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	374290	374532	+	WP_010277978.1	WP_010277978.1		hypothetical protein		64344023	I6H60_RS01810	243	80	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	375577	376716	-						64344024	I6H60_RS01815	1140		old_locus_tag=I6H60_01815
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	375577	376716	-	WP_010277958.1	WP_010277958.1		AraC family transcriptional regulator		64344024	I6H60_RS01815	1140	379	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	377236	377715	-						64344026	I6H60_RS01825	480		old_locus_tag=I6H60_01825
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	377236	377715	-	WP_198489519.1	WP_198489519.1		hypothetical protein		64344026	I6H60_RS01825	480	159	
gene	pseudogene	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	380273	380695	-						71455178	I6H60_RS10555	423		partial;pseudo
CDS	without_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	380273	380695	-				MSCRAMM family adhesin SdrC		71455178	I6H60_RS10555	423		partial;pseudo
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	381076	382077	+						64344028	I6H60_RS01835	1002		old_locus_tag=I6H60_01835
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	381076	382077	+	WP_010292198.1	WP_010292198.1		SP_1767 family glycosyltransferase		64344028	I6H60_RS01835	1002	333	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	382769	384025	+					secY2	64344030	I6H60_RS01845	1257		old_locus_tag=I6H60_01845
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	382769	384025	+	WP_031941295.1	WP_031941295.1		accessory Sec system protein translocase subunit SecY2	secY2	64344030	I6H60_RS01845	1257	418	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	384041	385624	+					asp1	64344031	I6H60_RS01850	1584		old_locus_tag=I6H60_01850
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	384041	385624	+	WP_010292192.1	WP_010292192.1		accessory Sec system protein Asp1	asp1	64344031	I6H60_RS01850	1584	527	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	385611	387140	+					asp2	64344032	I6H60_RS01855	1530		old_locus_tag=I6H60_01855
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	385611	387140	+	WP_031941294.1	WP_031941294.1		accessory Sec system protein Asp2	asp2	64344032	I6H60_RS01855	1530	509	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	387156	388124	+					asp3	64344033	I6H60_RS01860	969		old_locus_tag=I6H60_01860
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	387156	388124	+	WP_010292187.1	WP_010292187.1		accessory Sec system protein Asp3	asp3	64344033	I6H60_RS01860	969	322	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	388117	390480	+					secA2	64344034	I6H60_RS01865	2364		old_locus_tag=I6H60_01865
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	388117	390480	+	WP_168441461.1	WP_168441461.1		accessory Sec system translocase SecA2	secA2	64344034	I6H60_RS01865	2364	787	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	390514	391527	+						64344035	I6H60_RS01870	1014		old_locus_tag=I6H60_01870
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	390514	391527	+	WP_010292183.1	WP_010292183.1		sugar transferase		64344035	I6H60_RS01870	1014	337	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	391545	393053	+					gtfA	64344036	I6H60_RS01875	1509		old_locus_tag=I6H60_01875
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	391545	393053	+	WP_010292180.1	WP_010292180.1		accessory Sec system glycosyltransferase GtfA	gtfA	64344036	I6H60_RS01875	1509	502	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	393046	394380	+					gtfB	64344037	I6H60_RS01880	1335		old_locus_tag=I6H60_01880
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	393046	394380	+	WP_010292178.1	WP_010292178.1		accessory Sec system glycosylation chaperone GtfB	gtfB	64344037	I6H60_RS01880	1335	444	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	394397	394579	+						64344038	I6H60_RS01885	183		old_locus_tag=I6H60_01885
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	394397	394579	+	WP_031941291.1	WP_031941291.1		hypothetical protein		64344038	I6H60_RS01885	183	60	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	394695	395516	+						64344039	I6H60_RS01890	822		old_locus_tag=I6H60_01890
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	394695	395516	+	WP_010292175.1	WP_010292175.1		helix-turn-helix domain-containing protein		64344039	I6H60_RS01890	822	273	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	395566	396135	-						64344040	I6H60_RS01895	570		old_locus_tag=I6H60_01895
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	395566	396135	-	WP_010292173.1	WP_010292173.1		recombinase family protein		64344040	I6H60_RS01895	570	189	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	396433	397203	+						64344041	I6H60_RS01900	771		old_locus_tag=I6H60_01900
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	396433	397203	+	WP_010292170.1	WP_010292170.1		tyrosine protein phosphatase		64344041	I6H60_RS01900	771	256	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	397226	398125	+						64344042	I6H60_RS01905	900		old_locus_tag=I6H60_01905
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	397226	398125	+	WP_010292168.1	WP_010292168.1		Wzz/FepE/Etk N-terminal domain-containing protein		64344042	I6H60_RS01905	900	299	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	398142	398912	+						64344043	I6H60_RS01910	771		old_locus_tag=I6H60_01910
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	398142	398912	+	WP_010292166.1	WP_010292166.1		polysaccharide biosynthesis tyrosine autokinase		64344043	I6H60_RS01910	771	256	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	398957	399556	+						64344044	I6H60_RS01915	600		old_locus_tag=I6H60_01915
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	398957	399556	+	WP_010292163.1	WP_010292163.1		sugar transferase		64344044	I6H60_RS01915	600	199	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	399558	400727	+						64344045	I6H60_RS01920	1170		old_locus_tag=I6H60_01920
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	399558	400727	+	WP_010292161.1	WP_010292161.1		DUF1972 domain-containing protein		64344045	I6H60_RS01920	1170	389	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	400732	402015	+						64344046	I6H60_RS01925	1284		old_locus_tag=I6H60_01925
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	400732	402015	+	WP_031941288.1	WP_031941288.1		glycosyltransferase		64344046	I6H60_RS01925	1284	427	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	402126	403250	+						64344047	I6H60_RS01930	1125		old_locus_tag=I6H60_01930
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	402126	403250	+	WP_010292157.1	WP_010292157.1		glycosyltransferase		64344047	I6H60_RS01930	1125	374	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	403237	404124	+						64344048	I6H60_RS01935	888		old_locus_tag=I6H60_01935
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	403237	404124	+	WP_010292155.1	WP_010292155.1		glycosyltransferase		64344048	I6H60_RS01935	888	295	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	404363	405313	+						64344049	I6H60_RS01940	951		old_locus_tag=I6H60_01940
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	404363	405313	+	WP_010292154.1	WP_010292154.1		glycosyltransferase		64344049	I6H60_RS01940	951	316	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	405345	406133	+						64344050	I6H60_RS01945	789		old_locus_tag=I6H60_01945
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	405345	406133	+	WP_168441462.1	WP_168441462.1		LicD family protein		64344050	I6H60_RS01945	789	262	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	406136	406858	+						64344051	I6H60_RS01950	723		old_locus_tag=I6H60_01950
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	406136	406858	+	WP_031941286.1	WP_031941286.1		2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase		64344051	I6H60_RS01950	723	240	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	406884	407936	+						64344052	I6H60_RS01955	1053		old_locus_tag=I6H60_01955
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	406884	407936	+	WP_010292147.1	WP_010292147.1		NAD-dependent epimerase/dehydratase family protein		64344052	I6H60_RS01955	1053	350	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	407951	409036	+						64344053	I6H60_RS01960	1086		old_locus_tag=I6H60_01960
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	407951	409036	+	WP_010292145.1	WP_010292145.1		glycosyltransferase		64344053	I6H60_RS01960	1086	361	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	409044	410303	+						64344054	I6H60_RS01965	1260		old_locus_tag=I6H60_01965
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	409044	410303	+	WP_168441463.1	WP_168441463.1		hypothetical protein		64344054	I6H60_RS01965	1260	419	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	410300	411847	+						64344055	I6H60_RS01970	1548		old_locus_tag=I6H60_01970
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	410300	411847	+	WP_010292142.1	WP_010292142.1		transporter		64344055	I6H60_RS01970	1548	515	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	411897	412769	+					rfbA	64344056	I6H60_RS01975	873		old_locus_tag=I6H60_01975
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	411897	412769	+	WP_010292140.1	WP_010292140.1		glucose-1-phosphate thymidylyltransferase RfbA	rfbA	64344056	I6H60_RS01975	873	290	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	412775	413368	+						64344057	I6H60_RS01980	594		old_locus_tag=I6H60_01980
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	412775	413368	+	WP_142511634.1	WP_142511634.1		dTDP-4-dehydrorhamnose 3,5-epimerase family protein		64344057	I6H60_RS01980	594	197	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	413383	414420	+					rfbB	64344058	I6H60_RS01985	1038		old_locus_tag=I6H60_01985
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	413383	414420	+	WP_010291266.1	WP_010291266.1		dTDP-glucose 4,6-dehydratase	rfbB	64344058	I6H60_RS01985	1038	345	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	414460	415293	+					rfbD	64344059	I6H60_RS01990	834		old_locus_tag=I6H60_01990
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	414460	415293	+	WP_010291268.1	WP_010291268.1		dTDP-4-dehydrorhamnose reductase	rfbD	64344059	I6H60_RS01990	834	277	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	415633	416451	+						64344060	I6H60_RS01995	819		old_locus_tag=I6H60_01995
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	415633	416451	+	WP_010291270.1	WP_010291270.1		HAD-IIB family hydrolase		64344060	I6H60_RS01995	819	272	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	416448	416930	-						64344061	I6H60_RS02000	483		old_locus_tag=I6H60_02000
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	416448	416930	-	WP_010291273.1	WP_010291273.1		aromatic acid exporter family protein		64344061	I6H60_RS02000	483	160	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	417033	417773	+						64344062	I6H60_RS02005	741		old_locus_tag=I6H60_02005
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	417033	417773	+	WP_010291275.1	WP_010291275.1		nitroreductase family protein		64344062	I6H60_RS02005	741	246	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	417809	418765	+						64344063	I6H60_RS02010	957		old_locus_tag=I6H60_02010
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	417809	418765	+	WP_010291279.1	WP_010291279.1		class I mannose-6-phosphate isomerase		64344063	I6H60_RS02010	957	318	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	418966	419913	+						64344064	I6H60_RS02015	948		old_locus_tag=I6H60_02015
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	418966	419913	+	WP_010291280.1	WP_010291280.1		mannose/fructose/sorbose PTS transporter subunit IIA		64344064	I6H60_RS02015	948	315	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	419948	420760	+						64344065	I6H60_RS02020	813		old_locus_tag=I6H60_02020
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	419948	420760	+	WP_010291281.1	WP_010291281.1		PTS mannose/fructose/sorbose transporter subunit IIC		64344065	I6H60_RS02020	813	270	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	420775	421689	+						64344066	I6H60_RS02025	915		old_locus_tag=I6H60_02025
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	420775	421689	+	WP_010291284.1	WP_010291284.1		PTS system mannose/fructose/sorbose family transporter subunit IID		64344066	I6H60_RS02025	915	304	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	421761	422129	+						64344067	I6H60_RS02030	369		old_locus_tag=I6H60_02030
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	421761	422129	+	WP_010291286.1	WP_010291286.1		DUF956 family protein		64344067	I6H60_RS02030	369	122	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	422149	422982	+						64344068	I6H60_RS02035	834		old_locus_tag=I6H60_02035
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	422149	422982	+	WP_010291288.1	WP_010291288.1		YitT family protein		64344068	I6H60_RS02035	834	277	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	423058	423513	+						64344069	I6H60_RS02040	456		old_locus_tag=I6H60_02040
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	423058	423513	+	WP_010291291.1	WP_010291291.1		GNAT family N-acetyltransferase		64344069	I6H60_RS02040	456	151	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	423624	424541	+						64344070	I6H60_RS02045	918		old_locus_tag=I6H60_02045
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	423624	424541	+	WP_010291293.1	WP_010291293.1		DMT family transporter		64344070	I6H60_RS02045	918	305	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	424704	424988	+					groES	64344071	I6H60_RS02050	285		old_locus_tag=I6H60_02050
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	424704	424988	+	WP_004914841.1	WP_004914841.1		co-chaperone GroES	groES	64344071	I6H60_RS02050	285	94	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	425017	426633	+					groL	64344072	I6H60_RS02055	1617		old_locus_tag=I6H60_02055
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	425017	426633	+	WP_010291294.1	WP_010291294.1		chaperonin GroEL	groL	64344072	I6H60_RS02055	1617	538	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	426757	427278	+						64344073	I6H60_RS02060	522		old_locus_tag=I6H60_02060
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	426757	427278	+	WP_010291295.1	WP_010291295.1		PadR family transcriptional regulator		64344073	I6H60_RS02060	522	173	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	427278	428846	+						64344074	I6H60_RS02065	1569		old_locus_tag=I6H60_02065
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	427278	428846	+	WP_010291296.1	WP_010291296.1		MFS transporter		64344074	I6H60_RS02065	1569	522	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	428992	429795	-						64344075	I6H60_RS02070	804		old_locus_tag=I6H60_02070
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	428992	429795	-	WP_010291297.1	WP_010291297.1		DUF2785 domain-containing protein		64344075	I6H60_RS02070	804	267	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	429824	431161	-						64344076	I6H60_RS02075	1338		old_locus_tag=I6H60_02075
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	429824	431161	-	WP_010291300.1	WP_010291300.1		C1 family peptidase		64344076	I6H60_RS02075	1338	445	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	431272	431715	+						64344077	I6H60_RS02080	444		old_locus_tag=I6H60_02080
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	431272	431715	+	WP_010291302.1	WP_010291302.1		DUF3290 domain-containing protein		64344077	I6H60_RS02080	444	147	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	431712	432350	+						64344078	I6H60_RS02085	639		old_locus_tag=I6H60_02085
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	431712	432350	+	WP_010291304.1	WP_010291304.1		DUF421 domain-containing protein		64344078	I6H60_RS02085	639	212	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	432414	432800	+						64344079	I6H60_RS02090	387		old_locus_tag=I6H60_02090
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	432414	432800	+	WP_010291306.1	WP_010291306.1		hypothetical protein		64344079	I6H60_RS02090	387	128	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	432855	433742	+						64344080	I6H60_RS02095	888		old_locus_tag=I6H60_02095
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	432855	433742	+	WP_031941244.1	WP_031941244.1		prenyltransferase		64344080	I6H60_RS02095	888	295	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	433819	434463	-					cbpA	64344081	I6H60_RS02100	645		old_locus_tag=I6H60_02100
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	433819	434463	-	WP_010291311.1	WP_010291311.1		cyclic di-AMP binding protein CbpA	cbpA	64344081	I6H60_RS02100	645	214	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	434581	435147	+					pth	64344082	I6H60_RS02105	567		old_locus_tag=I6H60_02105
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	434581	435147	+	WP_004915057.1	WP_004915057.1		aminoacyl-tRNA hydrolase	pth	64344082	I6H60_RS02105	567	188	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	435148	438675	+					mfd	64344083	I6H60_RS02110	3528		old_locus_tag=I6H60_02110
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	435148	438675	+	WP_010291314.1	WP_010291314.1		transcription-repair coupling factor	mfd	64344083	I6H60_RS02110	3528	1175	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	438679	438963	+						64344084	I6H60_RS02115	285		old_locus_tag=I6H60_02115
CDS	with_protein	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	438679	438963	+	WP_010291317.1	WP_010291317.1		RNA-binding S4 domain-containing protein		64344084	I6H60_RS02115	285	94	
gene	protein_coding	GCF_016127255.1	Primary Assembly	chromosome		NZ_CP065993.1	439041	439439	+						64344085	I6H60_RS02120	399		old_locus_tag=I6H60_02120
