# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	181879	183078	+	WP_223825234.1	WP_223825234.1		DUF2075 domain-containing protein		61176000	C7M43_RS00930	1200	399	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	183206	184621	+					pepV	61176001	C7M43_RS00935	1416		old_locus_tag=C7M43_00189
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	183206	184621	+	WP_011680193.1	WP_011680193.1		dipeptidase PepV	pepV	61176001	C7M43_RS00935	1416	471	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	185032	185766	+						61176002	C7M43_RS00940	735		old_locus_tag=C7M43_00191
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	185032	185766	+	WP_160215109.1	WP_160215109.1		cyclase family protein		61176002	C7M43_RS00940	735	244	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	185932	187227	+					tig	61176003	C7M43_RS00945	1296		old_locus_tag=C7M43_00192
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	185932	187227	+	WP_011680191.1	WP_011680191.1		trigger factor	tig	61176003	C7M43_RS00945	1296	431	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	187368	188618	+					clpX	61176004	C7M43_RS00950	1251		old_locus_tag=C7M43_00193
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	187368	188618	+	WP_011680190.1	WP_011680190.1		ATP-dependent Clp protease ATP-binding subunit ClpX	clpX	61176004	C7M43_RS00950	1251	416	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	188619	189203	+					yihA	61176005	C7M43_RS00955	585		old_locus_tag=C7M43_00194
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	188619	189203	+	WP_160215110.1	WP_160215110.1		ribosome biogenesis GTP-binding protein YihA/YsxC	yihA	61176005	C7M43_RS00955	585	194	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	189307	189750	+					msrB	61176006	C7M43_RS00960	444		old_locus_tag=C7M43_00195
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	189307	189750	+	WP_010281611.1	WP_010281611.1		peptide-methionine (R)-S-oxide reductase MsrB	msrB	61176006	C7M43_RS00960	444	147	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	189853	190620	+					pnuC	61176007	C7M43_RS00965	768		old_locus_tag=C7M43_00196
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	189853	190620	+	WP_105296155.1	WP_105296155.1		nicotinamide riboside transporter PnuC	pnuC	61176007	C7M43_RS00965	768	255	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	190666	191808	+						61176008	C7M43_RS00970	1143		old_locus_tag=C7M43_00197
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	190666	191808	+	WP_002815228.1	WP_002815228.1		nicotinamide-nucleotide adenylyltransferase		61176008	C7M43_RS00970	1143	380	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	191850	192404	+						61176009	C7M43_RS00975	555		old_locus_tag=C7M43_00198
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	191850	192404	+	WP_011680188.1	WP_011680188.1		GNAT family N-acetyltransferase		61176009	C7M43_RS00975	555	184	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	192401	194812	+					priA	61176010	C7M43_RS00980	2412		old_locus_tag=C7M43_00199
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	192401	194812	+	WP_011680187.1	WP_011680187.1		primosomal protein N'	priA	61176010	C7M43_RS00980	2412	803	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	194920	195885	+					fmt	61176011	C7M43_RS00985	966		old_locus_tag=C7M43_00200
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	194920	195885	+	WP_011680186.1	WP_011680186.1		methionyl-tRNA formyltransferase	fmt	61176011	C7M43_RS00985	966	321	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	195875	197221	+					rsmB	61176012	C7M43_RS00990	1347		old_locus_tag=C7M43_00201
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	195875	197221	+	WP_011680185.1	WP_011680185.1		16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB	rsmB	61176012	C7M43_RS00990	1347	448	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	197221	197955	+						61176013	C7M43_RS00995	735		old_locus_tag=C7M43_00202
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	197221	197955	+	WP_011680184.1	WP_011680184.1		protein phosphatase 2C domain-containing protein		61176013	C7M43_RS00995	735	244	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	197958	199883	+					pknB	61176014	C7M43_RS01000	1926		old_locus_tag=C7M43_00203
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	197958	199883	+	WP_014324988.1	WP_014324988.1		Stk1 family PASTA domain-containing Ser/Thr kinase	pknB	61176014	C7M43_RS01000	1926	641	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	199935	200822	+					rsgA	61176015	C7M43_RS01005	888		old_locus_tag=C7M43_00204
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	199935	200822	+	WP_011680182.1	WP_011680182.1		ribosome small subunit-dependent GTPase A	rsgA	61176015	C7M43_RS01005	888	295	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	200836	201492	+					rpe	61176016	C7M43_RS01010	657		old_locus_tag=C7M43_00205
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	200836	201492	+	WP_002815217.1	WP_002815217.1		ribulose-phosphate 3-epimerase	rpe	61176016	C7M43_RS01010	657	218	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	201492	202151	+						61176017	C7M43_RS01015	660		old_locus_tag=C7M43_00206
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	201492	202151	+	WP_011680180.1	WP_011680180.1		thiamine diphosphokinase		61176017	C7M43_RS01015	660	219	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	202141	202455	+					trxA	61176018	C7M43_RS01020	315		old_locus_tag=C7M43_00207
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	202141	202455	+	WP_011680179.1	WP_011680179.1		thioredoxin	trxA	61176018	C7M43_RS01020	315	104	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	202546	202746	+					rpmB	61176019	C7M43_RS01025	201		old_locus_tag=C7M43_00208
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	202546	202746	+	WP_002815208.1	WP_002815208.1		50S ribosomal protein L28	rpmB	61176019	C7M43_RS01025	201	66	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	202955	203314	+						61176020	C7M43_RS01030	360		old_locus_tag=C7M43_00209
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	202955	203314	+	WP_014324985.1	WP_014324985.1		Asp23/Gls24 family envelope stress response protein		61176020	C7M43_RS01030	360	119	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	203323	205029	+						61176021	C7M43_RS01035	1707		old_locus_tag=C7M43_00210
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	203323	205029	+	WP_011680177.1	WP_011680177.1		DAK2 domain-containing protein		61176021	C7M43_RS01035	1707	568	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	205077	205283	-						61176022	C7M43_RS01040	207		old_locus_tag=C7M43_00211
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	205077	205283	-	WP_011680176.1	WP_011680176.1		DUF4044 domain-containing protein		61176022	C7M43_RS01040	207	68	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	205384	205725	+						61176023	C7M43_RS01045	342		old_locus_tag=C7M43_00212
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	205384	205725	+	WP_011680175.1	WP_011680175.1		DUF3397 family protein		61176023	C7M43_RS01045	342	113	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	205877	206308	+					mraZ	61176024	C7M43_RS01050	432		old_locus_tag=C7M43_00213
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	205877	206308	+	WP_002815203.1	WP_002815203.1		division/cell wall cluster transcriptional repressor MraZ	mraZ	61176024	C7M43_RS01050	432	143	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	206347	207285	+					rsmH	61176025	C7M43_RS01055	939		old_locus_tag=C7M43_00214
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	206347	207285	+	WP_011680174.1	WP_011680174.1		16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH	rsmH	61176025	C7M43_RS01055	939	312	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	207344	207712	+					ftsL	61176026	C7M43_RS01060	369		old_locus_tag=C7M43_00215
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	207344	207712	+	WP_011680173.1	WP_011680173.1		cell division protein FtsL	ftsL	61176026	C7M43_RS01060	369	122	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	207715	209853	+						61176027	C7M43_RS01065	2139		old_locus_tag=C7M43_00216
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	207715	209853	+	WP_041775170.1	WP_041775170.1		PASTA domain-containing protein		61176027	C7M43_RS01065	2139	712	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	209863	210825	+					mraY	61176028	C7M43_RS01070	963		old_locus_tag=C7M43_00217
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	209863	210825	+	WP_002815199.1	WP_002815199.1		phospho-N-acetylmuramoyl-pentapeptide-transferase	mraY	61176028	C7M43_RS01070	963	320	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	210869	212218	+					murD	61176029	C7M43_RS01075	1350		old_locus_tag=C7M43_00218
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	210869	212218	+	WP_011680171.1	WP_011680171.1		UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	murD	61176029	C7M43_RS01075	1350	449	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	212229	213320	+					murG	61176030	C7M43_RS01080	1092		old_locus_tag=C7M43_00219
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	212229	213320	+	WP_010293865.1	WP_010293865.1		undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase	murG	61176030	C7M43_RS01080	1092	363	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	213344	214024	+						61176031	C7M43_RS01085	681		old_locus_tag=C7M43_00220
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	213344	214024	+	WP_174221740.1	WP_174221740.1		cell division protein FtsQ/DivIB		61176031	C7M43_RS01085	681	226	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	214116	215447	+					ftsA	61176032	C7M43_RS01090	1332		old_locus_tag=C7M43_00221
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	214116	215447	+	WP_105296154.1	WP_105296154.1		cell division protein FtsA	ftsA	61176032	C7M43_RS01090	1332	443	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	215471	216778	+					ftsZ	61176033	C7M43_RS01095	1308		old_locus_tag=C7M43_00222
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	215471	216778	+	WP_105296153.1	WP_105296153.1		cell division protein FtsZ	ftsZ	61176033	C7M43_RS01095	1308	435	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	216788	217237	+					sepF	61176034	C7M43_RS01100	450		old_locus_tag=C7M43_00223
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	216788	217237	+	WP_002815191.1	WP_002815191.1		cell division protein SepF	sepF	61176034	C7M43_RS01100	450	149	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	217243	217506	+						61176035	C7M43_RS01105	264		old_locus_tag=C7M43_00224
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	217243	217506	+	WP_010286031.1	WP_010286031.1		YggT family protein		61176035	C7M43_RS01105	264	87	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	217503	218300	+						61176036	C7M43_RS01110	798		old_locus_tag=C7M43_00225
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	217503	218300	+	WP_011680167.1	WP_011680167.1		YlmH/Sll1252 family protein		61176036	C7M43_RS01110	798	265	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	218361	219023	+						61176037	C7M43_RS01115	663		old_locus_tag=C7M43_00226
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	218361	219023	+	WP_011680166.1	WP_011680166.1		DivIVA domain-containing protein		61176037	C7M43_RS01115	663	220	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	219333	222125	+					ileS	61176038	C7M43_RS01120	2793		old_locus_tag=C7M43_00227
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	219333	222125	+	WP_011680165.1	WP_011680165.1		isoleucine--tRNA ligase	ileS	61176038	C7M43_RS01120	2793	930	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	222272	222472	+						61176039	C7M43_RS01125	201		old_locus_tag=C7M43_00228
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	222272	222472	+	WP_010282506.1	WP_010282506.1		hypothetical protein		61176039	C7M43_RS01125	201	66	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	222611	223030	+					rpsP	61176040	C7M43_RS01130	420		old_locus_tag=C7M43_00229
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	222611	223030	+	WP_011680164.1	WP_011680164.1		30S ribosomal protein S16	rpsP	61176040	C7M43_RS01130	420	139	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	223131	224912	+						61176041	C7M43_RS01135	1782		old_locus_tag=C7M43_00230
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	223131	224912	+	WP_050895161.1	WP_050895161.1		hypothetical protein		61176041	C7M43_RS01135	1782	593	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	225000	225791	+						61176042	C7M43_RS01140	792		old_locus_tag=C7M43_00231
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	225000	225791	+	WP_011680162.1	WP_011680162.1		esterase family protein		61176042	C7M43_RS01140	792	263	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	225791	229270	+						61176043	C7M43_RS01145	3480		old_locus_tag=C7M43_00232
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	225791	229270	+	WP_160215111.1	WP_160215111.1		exodeoxyribonuclease V subunit gamma		61176043	C7M43_RS01145	3480	1159	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	229270	232962	+					addA	61176044	C7M43_RS01150	3693		old_locus_tag=C7M43_00233
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	229270	232962	+	WP_105296152.1	WP_105296152.1		helicase-exonuclease AddAB subunit AddA	addA	61176044	C7M43_RS01150	3693	1230	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	233013	233495	+						61176045	C7M43_RS01155	483		old_locus_tag=C7M43_00234
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	233013	233495	+	WP_105296151.1	WP_105296151.1		MGMT family protein		61176045	C7M43_RS01155	483	160	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	233571	234092	+					rimM	61176046	C7M43_RS01160	522		old_locus_tag=C7M43_00235
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	233571	234092	+	WP_011680158.1	WP_011680158.1		ribosome maturation factor RimM	rimM	61176046	C7M43_RS01160	522	173	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	234092	234823	+					trmD	61176047	C7M43_RS01165	732		old_locus_tag=C7M43_00236
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	234092	234823	+	WP_011680157.1	WP_011680157.1		tRNA (guanosine(37)-N1)-methyltransferase TrmD	trmD	61176047	C7M43_RS01165	732	243	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	234933	235886	+						61176048	C7M43_RS01170	954		old_locus_tag=C7M43_00237
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	234933	235886	+	WP_041775202.1	WP_041775202.1		2-dehydropantoate 2-reductase		61176048	C7M43_RS01170	954	317	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	235947	236462	+					msrA	61176049	C7M43_RS01175	516		old_locus_tag=C7M43_00238
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	235947	236462	+	WP_002815174.1	WP_002815174.1		peptide-methionine (S)-S-oxide reductase MsrA	msrA	61176049	C7M43_RS01175	516	171	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	236588	237544	+					rnz	61176050	C7M43_RS01180	957		old_locus_tag=C7M43_00239
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	236588	237544	+	WP_011680155.1	WP_011680155.1		ribonuclease Z	rnz	61176050	C7M43_RS01180	957	318	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	237531	239498	+					recJ	61176051	C7M43_RS01185	1968		old_locus_tag=C7M43_00240
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	237531	239498	+	WP_096639427.1	WP_096639427.1		single-stranded-DNA-specific exonuclease RecJ	recJ	61176051	C7M43_RS01185	1968	655	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	239533	240063	+						61176052	C7M43_RS01190	531		old_locus_tag=C7M43_00241
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	239533	240063	+	WP_011680153.1	WP_011680153.1		adenine phosphoribosyltransferase		61176052	C7M43_RS01190	531	176	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	240144	240980	+						61176053	C7M43_RS01195	837		old_locus_tag=C7M43_00242
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	240144	240980	+	WP_160215112.1	WP_160215112.1		DUF368 domain-containing protein		61176053	C7M43_RS01195	837	278	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	241021	241725	-						61176054	C7M43_RS01200	705		old_locus_tag=C7M43_00243
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	241021	241725	-	WP_105296150.1	WP_105296150.1		SAM-dependent methyltransferase		61176054	C7M43_RS01200	705	234	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	241709	242029	-						61176055	C7M43_RS01205	321		old_locus_tag=C7M43_00244
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	241709	242029	-	WP_105296149.1	WP_105296149.1		hypothetical protein		61176055	C7M43_RS01205	321	106	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	242409	243551	+						61176056	C7M43_RS01210	1143		old_locus_tag=C7M43_00245
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	242409	243551	+	WP_011680149.1	WP_011680149.1		PTS sugar transporter subunit IIC		61176056	C7M43_RS01210	1143	380	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	243593	244132	-						61176057	C7M43_RS01215	540		old_locus_tag=C7M43_00246
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	243593	244132	-	WP_010294919.1	WP_010294919.1		hypothetical protein		61176057	C7M43_RS01215	540	179	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	244181	244843	+						61176058	C7M43_RS01220	663		old_locus_tag=C7M43_00247
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	244181	244843	+	WP_042250498.1	WP_042250498.1		uracil-DNA glycosylase		61176058	C7M43_RS01220	663	220	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	244949	245929	+					pta	61176059	C7M43_RS01225	981		old_locus_tag=C7M43_00248
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	244949	245929	+	WP_014324962.1	WP_014324962.1		phosphate acetyltransferase	pta	61176059	C7M43_RS01225	981	326	
gene	tRNA	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	245973	246056	-						61176060	C7M43_RS01230	84		old_locus_tag=C7M43_00249
tRNA		GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	245973	246056	-				tRNA-Leu		61176060	C7M43_RS01230	84		anticodon=CAG
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	246297	247385	+					serC	61176061	C7M43_RS01235	1089		old_locus_tag=C7M43_00250
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	246297	247385	+	WP_042250495.1	WP_042250495.1		3-phosphoserine/phosphohydroxythreonine transaminase	serC	61176061	C7M43_RS01235	1089	362	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	247382	248560	+						61176062	C7M43_RS01240	1179		old_locus_tag=C7M43_00251
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	247382	248560	+	WP_025268301.1	WP_025268301.1		3-phosphoglycerate dehydrogenase family protein		61176062	C7M43_RS01240	1179	392	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	248577	249065	+						61176063	C7M43_RS01245	489		old_locus_tag=C7M43_00252
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	248577	249065	+	WP_042250493.1	WP_042250493.1		phosphatidylglycerophosphatase A		61176063	C7M43_RS01245	489	162	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	249150	249872	+						61176064	C7M43_RS01250	723		old_locus_tag=C7M43_00253
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	249150	249872	+	WP_105296148.1	WP_105296148.1		YebC/PmpR family DNA-binding transcriptional regulator		61176064	C7M43_RS01250	723	240	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	250219	251502	+						61176065	C7M43_RS01255	1284		old_locus_tag=C7M43_00254
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	250219	251502	+	WP_011680143.1	WP_011680143.1		adenylosuccinate synthase		61176065	C7M43_RS01255	1284	427	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	251692	252918	+						61176066	C7M43_RS01260	1227		old_locus_tag=C7M43_00255
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	251692	252918	+	WP_011680142.1	WP_011680142.1		argininosuccinate synthase		61176066	C7M43_RS01260	1227	408	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	252974	254356	+					argH	61176067	C7M43_RS01265	1383		old_locus_tag=C7M43_00256
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	252974	254356	+	WP_025268298.1	WP_025268298.1		argininosuccinate lyase	argH	61176067	C7M43_RS01265	1383	460	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	254356	255372	+					argF	61176068	C7M43_RS01270	1017		old_locus_tag=C7M43_00257
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	254356	255372	+	WP_160215113.1	WP_160215113.1		ornithine carbamoyltransferase	argF	61176068	C7M43_RS01270	1017	338	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	255457	257823	-						61176069	C7M43_RS01275	2367		old_locus_tag=C7M43_00258
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	255457	257823	-	WP_084035678.1	WP_084035678.1		phosphoketolase family protein		61176069	C7M43_RS01275	2367	788	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	258419	258889	+						61176070	C7M43_RS01280	471		old_locus_tag=C7M43_00259
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	258419	258889	+	WP_050892309.1	WP_050892309.1		nucleoside 2-deoxyribosyltransferase		61176070	C7M43_RS01280	471	156	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	258914	259921	+						61176071	C7M43_RS01285	1008		old_locus_tag=C7M43_00260
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	258914	259921	+	WP_105296147.1	WP_105296147.1		thymidylate synthase		61176071	C7M43_RS01285	1008	335	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	259902	260660	+						61176072	C7M43_RS01290	759		old_locus_tag=C7M43_00261
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	259902	260660	+	WP_105296146.1	WP_105296146.1		class I SAM-dependent methyltransferase		61176072	C7M43_RS01290	759	252	
