# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	553697	553906	+	WP_146992543.1	WP_146992543.1		hypothetical protein		61101938	FGL72_RS02690	210	69	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	553969	554202	+						61101939	FGL72_RS02695	234		old_locus_tag=FGL72_02695
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	553969	554202	+	WP_139988214.1	WP_139988214.1		hypothetical protein		61101939	FGL72_RS02695	234	77	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	554202	554342	+						61103324	FGL72_RS09705	141		
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	554202	554342	+	WP_180896877.1	WP_180896877.1		hypothetical protein		61103324	FGL72_RS09705	141	46	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	554342	554800	+						61101940	FGL72_RS02700	459		old_locus_tag=FGL72_02700
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	554342	554800	+	WP_243130152.1	WP_243130152.1		hypothetical protein		61101940	FGL72_RS02700	459	152	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	554800	555222	+						61101941	FGL72_RS02705	423		old_locus_tag=FGL72_02705
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	554800	555222	+	WP_139988212.1	WP_139988212.1		phage holin, LLH family		61101941	FGL72_RS02705	423	140	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	555233	556192	+						61101942	FGL72_RS02710	960		old_locus_tag=FGL72_02710
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	555233	556192	+	WP_146992545.1	WP_146992545.1		N-acetylmuramoyl-L-alanine amidase		61101942	FGL72_RS02710	960	319	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	556258	556806	+						61101943	FGL72_RS02715	549		old_locus_tag=FGL72_02715
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	556258	556806	+	WP_146992547.1	WP_146992547.1		hypothetical protein		61101943	FGL72_RS02715	549	182	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	557103	557501	+						61101944	FGL72_RS02720	399		old_locus_tag=FGL72_02720
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	557103	557501	+	WP_040177025.1	WP_040177025.1		CrcB family protein		61101944	FGL72_RS02720	399	132	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	557502	557846	+						61101945	FGL72_RS02725	345		old_locus_tag=FGL72_02725
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	557502	557846	+	WP_004903627.1	WP_004903627.1		CrcB family protein		61101945	FGL72_RS02725	345	114	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	558826	559086	-						61101946	FGL72_RS02730	261		old_locus_tag=FGL72_02730
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	558826	559086	-	WP_004903626.1	WP_004903626.1		SemiSWEET family transporter		61101946	FGL72_RS02730	261	86	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	559165	560058	-					rarD	61101947	FGL72_RS02735	894		old_locus_tag=FGL72_02735
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	559165	560058	-	WP_004904705.1	WP_004904705.1		EamA family transporter RarD	rarD	61101947	FGL72_RS02735	894	297	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	560238	561260	+						61101948	FGL72_RS02740	1023		old_locus_tag=FGL72_02740
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	560238	561260	+	WP_004903622.1	WP_004903622.1		SGNH/GDSL hydrolase family protein		61101948	FGL72_RS02740	1023	340	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	561287	562318	-						61101949	FGL72_RS02745	1032		old_locus_tag=FGL72_02745
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	561287	562318	-	WP_040177023.1	WP_040177023.1		lactonase family protein		61101949	FGL72_RS02745	1032	343	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	562440	563606	+						61101950	FGL72_RS02750	1167		old_locus_tag=FGL72_02750
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	562440	563606	+	WP_146992549.1	WP_146992549.1		DNA repair exonuclease		61101950	FGL72_RS02750	1167	388	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	563608	565998	+						61101951	FGL72_RS02755	2391		old_locus_tag=FGL72_02755
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	563608	565998	+	WP_146992552.1	WP_146992552.1		AAA family ATPase		61101951	FGL72_RS02755	2391	796	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	566013	566972	+						61101952	FGL72_RS02760	960		old_locus_tag=FGL72_02760
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	566013	566972	+	WP_146992554.1	WP_146992554.1		HD domain-containing protein		61101952	FGL72_RS02760	960	319	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	567020	567931	-						61101953	FGL72_RS02765	912		old_locus_tag=FGL72_02765
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	567020	567931	-	WP_146992557.1	WP_146992557.1		peptidylprolyl isomerase		61101953	FGL72_RS02765	912	303	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	567986	568225	-						61101954	FGL72_RS02770	240		old_locus_tag=FGL72_02770
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	567986	568225	-	WP_004903608.1	WP_004903608.1		hypothetical protein		61101954	FGL72_RS02770	240	79	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	568235	568660	-						61101955	FGL72_RS02775	426		old_locus_tag=FGL72_02775
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	568235	568660	-	WP_146992559.1	WP_146992559.1		HIT family protein		61101955	FGL72_RS02775	426	141	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	568729	569463	+						61101956	FGL72_RS02780	735		old_locus_tag=FGL72_02780
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	568729	569463	+	WP_146992561.1	WP_146992561.1		ABC transporter ATP-binding protein		61101956	FGL72_RS02780	735	244	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	569460	570722	+						61101957	FGL72_RS02785	1263		old_locus_tag=FGL72_02785
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	569460	570722	+	WP_146992563.1	WP_146992563.1		ABC transporter permease		61101957	FGL72_RS02785	1263	420	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	570749	571408	+					trmB	61101958	FGL72_RS02790	660		old_locus_tag=FGL72_02790
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	570749	571408	+	WP_004903598.1	WP_004903598.1		tRNA (guanosine(46)-N7)-methyltransferase TrmB	trmB	61101958	FGL72_RS02790	660	219	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	571621	572157	+						61101959	FGL72_RS02795	537		old_locus_tag=FGL72_02795
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	571621	572157	+	WP_004907665.1	WP_004907665.1		DUF308 domain-containing protein		61101959	FGL72_RS02795	537	178	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	572446	573069	+						61101960	FGL72_RS02800	624		old_locus_tag=FGL72_02800
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	572446	573069	+	WP_146992566.1	WP_146992566.1		Type 1 glutamine amidotransferase-like domain-containing protein		61101960	FGL72_RS02800	624	207	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	573155	573364	-						61101961	FGL72_RS02805	210		old_locus_tag=FGL72_02805
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	573155	573364	-	WP_146992568.1	WP_146992568.1		hypothetical protein		61101961	FGL72_RS02805	210	69	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	573429	574166	-						61101962	FGL72_RS02810	738		old_locus_tag=FGL72_02810
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	573429	574166	-	WP_146992570.1	WP_146992570.1		potassium channel family protein		61101962	FGL72_RS02810	738	245	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	574259	574930	-						61101963	FGL72_RS02815	672		old_locus_tag=FGL72_02815
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	574259	574930	-	WP_146992572.1	WP_146992572.1		hypothetical protein		61101963	FGL72_RS02815	672	223	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	575128	575382	+						61101964	FGL72_RS02820	255		old_locus_tag=FGL72_02820
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	575128	575382	+	WP_133424610.1	WP_133424610.1		hypothetical protein		61101964	FGL72_RS02820	255	84	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	575635	576039	+						61101965	FGL72_RS02825	405		old_locus_tag=FGL72_02825
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	575635	576039	+	WP_146992574.1	WP_146992574.1		dTDP-glucose pyrophosphorylase		61101965	FGL72_RS02825	405	134	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	576759	576899	+						71454368	FGL72_RS09835	141		
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	576759	576899	+	WP_243130153.1	WP_243130153.1		RinA family protein		71454368	FGL72_RS09835	141	46	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	577331	577870	+						61101967	FGL72_RS02835	540		old_locus_tag=FGL72_02835
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	577331	577870	+	WP_085699909.1	WP_085699909.1		DUF1440 domain-containing protein		61101967	FGL72_RS02835	540	179	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	578123	578659	+						61101968	FGL72_RS02840	537		old_locus_tag=FGL72_02840
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	578123	578659	+	WP_146992576.1	WP_146992576.1		DUF308 domain-containing protein		61101968	FGL72_RS02840	537	178	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	579307	579636	+						61101969	FGL72_RS02850	330		old_locus_tag=FGL72_02850
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	579307	579636	+	WP_146992580.1	WP_146992580.1		multidrug efflux SMR transporter		61101969	FGL72_RS02850	330	109	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	579717	580112	+						61101970	FGL72_RS02855	396		old_locus_tag=FGL72_02855
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	579717	580112	+	WP_146992583.1	WP_146992583.1		hypothetical protein		61101970	FGL72_RS02855	396	131	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	580243	580539	+						61101971	FGL72_RS02860	297		old_locus_tag=FGL72_02860
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	580243	580539	+	WP_243130154.1	WP_243130154.1		hypothetical protein		61101971	FGL72_RS02860	297	98	
gene	tRNA	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	580704	580777	-						61101972	FGL72_RS02865	74		old_locus_tag=FGL72_02865
tRNA		GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	580704	580777	-				tRNA-Arg		61101972	FGL72_RS02865	74		anticodon=TCT
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	580890	581408	+						61101973	FGL72_RS02870	519		old_locus_tag=FGL72_02870
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	580890	581408	+	WP_004900835.1	WP_004900835.1		hypothetical protein		61101973	FGL72_RS02870	519	172	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	581449	582024	+						61101974	FGL72_RS02875	576		old_locus_tag=FGL72_02875
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	581449	582024	+	WP_040177008.1	WP_040177008.1		TetR/AcrR family transcriptional regulator		61101974	FGL72_RS02875	576	191	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	582180	582479	+					rplU	61101975	FGL72_RS02880	300		old_locus_tag=FGL72_02880
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	582180	582479	+	WP_004900831.1	WP_004900831.1		50S ribosomal protein L21	rplU	61101975	FGL72_RS02880	300	99	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	582514	582825	+					rpmA	61101976	FGL72_RS02885	312		old_locus_tag=FGL72_02885
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	582514	582825	+	WP_176606020.1	WP_176606020.1		50S ribosomal protein L27	rpmA	61101976	FGL72_RS02885	312	103	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	582959	584053	+						61101977	FGL72_RS02890	1095		old_locus_tag=FGL72_02890
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	582959	584053	+	WP_146992585.1	WP_146992585.1		aminopeptidase P family protein		61101977	FGL72_RS02890	1095	364	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	584055	584501	+						61101978	FGL72_RS02895	447		old_locus_tag=FGL72_02895
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	584055	584501	+	WP_146992587.1	WP_146992587.1		hypothetical protein		61101978	FGL72_RS02895	447	148	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	584572	585189	+						61101979	FGL72_RS02900	618		old_locus_tag=FGL72_02900
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	584572	585189	+	WP_004907607.1	WP_004907607.1		metallophosphoesterase family protein		61101979	FGL72_RS02900	618	205	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	585218	586570	+						61101980	FGL72_RS02905	1353		old_locus_tag=FGL72_02905
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	585218	586570	+	WP_146992589.1	WP_146992589.1		bifunctional metallophosphatase/5'-nucleotidase		61101980	FGL72_RS02905	1353	450	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	586585	587121	+						61101981	FGL72_RS02910	537		old_locus_tag=FGL72_02910
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	586585	587121	+	WP_040177006.1	WP_040177006.1		YutD family protein		61101981	FGL72_RS02910	537	178	
gene	tRNA	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	587187	587258	-						61101982	FGL72_RS02915	72		old_locus_tag=FGL72_02915
tRNA		GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	587187	587258	-				tRNA-Glu		61101982	FGL72_RS02915	72		anticodon=TTC
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	587368	588408	-						61101983	FGL72_RS02920	1041		old_locus_tag=FGL72_02920
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	587368	588408	-	WP_004900813.1	WP_004900813.1		branched-chain amino acid aminotransferase		61101983	FGL72_RS02920	1041	346	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	588466	589596	-						61101984	FGL72_RS02925	1131		old_locus_tag=FGL72_02925
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	588466	589596	-	WP_146992591.1	WP_146992591.1		PTS sugar transporter subunit IIC		61101984	FGL72_RS02925	1131	376	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	590004	590945	+						61101985	FGL72_RS02930	942		old_locus_tag=FGL72_02930
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	590004	590945	+	WP_004900806.1	WP_004900806.1		phosphoglycerate dehydrogenase		61101985	FGL72_RS02930	942	313	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	591089	592144	+						61101986	FGL72_RS02935	1056		old_locus_tag=FGL72_02935
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	591089	592144	+	WP_146992593.1	WP_146992593.1		ABC transporter ATP-binding protein		61101986	FGL72_RS02935	1056	351	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	592146	593075	+						61101987	FGL72_RS02940	930		old_locus_tag=FGL72_02940
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	592146	593075	+	WP_146992596.1	WP_146992596.1		sugar ABC transporter permease		61101987	FGL72_RS02940	930	309	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	593072	593890	+						61101988	FGL72_RS02945	819		old_locus_tag=FGL72_02945
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	593072	593890	+	WP_146992598.1	WP_146992598.1		carbohydrate ABC transporter permease		61101988	FGL72_RS02945	819	272	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	593893	595242	+						61101989	FGL72_RS02950	1350		old_locus_tag=FGL72_02950
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	593893	595242	+	WP_146992601.1	WP_146992601.1		ABC transporter substrate-binding protein		61101989	FGL72_RS02950	1350	449	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	595254	595970	+						61101990	FGL72_RS02955	717		old_locus_tag=FGL72_02955
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	595254	595970	+	WP_036069387.1	WP_036069387.1		glycerophosphoryl diester phosphodiesterase		61101990	FGL72_RS02955	717	238	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	596071	597387	+						61101991	FGL72_RS02960	1317		old_locus_tag=FGL72_02960
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	596071	597387	+	WP_004904635.1	WP_004904635.1		Mur ligase family protein		61101991	FGL72_RS02960	1317	438	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	597493	598629	+						61101992	FGL72_RS02965	1137		old_locus_tag=FGL72_02965
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	597493	598629	+	WP_146992603.1	WP_146992603.1		tRNA-dihydrouridine synthase		61101992	FGL72_RS02965	1137	378	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	598743	599891	+						61101993	FGL72_RS02970	1149		old_locus_tag=FGL72_02970
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	598743	599891	+	WP_146992606.1	WP_146992606.1		cation:proton antiporter		61101993	FGL72_RS02970	1149	382	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	599936	601438	+					murE	61101994	FGL72_RS02975	1503		old_locus_tag=FGL72_02975
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	599936	601438	+	WP_186727982.1	WP_186727982.1		UDP-N-acetylmuramyl-tripeptide synthetase	murE	61101994	FGL72_RS02975	1503	500	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	601476	603944	+						61101995	FGL72_RS02980	2469		old_locus_tag=FGL72_02980
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	601476	603944	+	WP_146992610.1	WP_146992610.1		cation-translocating P-type ATPase		61101995	FGL72_RS02980	2469	822	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	604075	604425	+						61101996	FGL72_RS02985	351		old_locus_tag=FGL72_02985
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	604075	604425	+	WP_146992612.1	WP_146992612.1		toxin-antitoxin system HicB family antitoxin		61101996	FGL72_RS02985	351	116	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	604458	605276	+						61101997	FGL72_RS02990	819		old_locus_tag=FGL72_02990
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	604458	605276	+	WP_004904628.1	WP_004904628.1		SPFH domain-containing protein		61101997	FGL72_RS02990	819	272	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	605593	606783	+					coaBC	61101998	FGL72_RS02995	1191		old_locus_tag=FGL72_02995
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	605593	606783	+	WP_146992615.1	WP_146992615.1		bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC	coaBC	61101998	FGL72_RS02995	1191	396	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	606908	607177	+						61101999	FGL72_RS03000	270		old_locus_tag=FGL72_03000
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	606908	607177	+	WP_036058373.1	WP_036058373.1		hypothetical protein		61101999	FGL72_RS03000	270	89	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	607407	609098	+					argS	61102000	FGL72_RS03005	1692		old_locus_tag=FGL72_03005
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	607407	609098	+	WP_146992617.1	WP_146992617.1		arginine--tRNA ligase	argS	61102000	FGL72_RS03005	1692	563	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	609157	609627	+						61102001	FGL72_RS03010	471		old_locus_tag=FGL72_03010
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	609157	609627	+	WP_004900749.1	WP_004900749.1		arginine repressor		61102001	FGL72_RS03010	471	156	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	609631	611700	+						61102002	FGL72_RS03015	2070		old_locus_tag=FGL72_03015
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	609631	611700	+	WP_004900747.1	WP_004900747.1		PBP1A family penicillin-binding protein		61102002	FGL72_RS03015	2070	689	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	611743	612099	+						61102003	FGL72_RS03020	357		old_locus_tag=FGL72_03020
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	611743	612099	+	WP_004900744.1	WP_004900744.1		YlbF family regulator		61102003	FGL72_RS03020	357	118	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	612143	612775	+					lepB	61102004	FGL72_RS03025	633		old_locus_tag=FGL72_03025
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	612143	612775	+	WP_004904622.1	WP_004904622.1		signal peptidase I	lepB	61102004	FGL72_RS03025	633	210	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	612953	613864	+						61102005	FGL72_RS03030	912		old_locus_tag=FGL72_03030
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	612953	613864	+	WP_146992619.1	WP_146992619.1		aspartate carbamoyltransferase catalytic subunit		61102005	FGL72_RS03030	912	303	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	613851	615119	+						61102006	FGL72_RS03035	1269		old_locus_tag=FGL72_03035
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	613851	615119	+	WP_085699212.1	WP_085699212.1		dihydroorotase		61102006	FGL72_RS03035	1269	422	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	615151	616239	+						61102007	FGL72_RS03040	1089		old_locus_tag=FGL72_03040
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	615151	616239	+	WP_004904618.1	WP_004904618.1		carbamoyl phosphate synthase small subunit		61102007	FGL72_RS03040	1089	362	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	616232	619411	+					carB	61102008	FGL72_RS03045	3180		old_locus_tag=FGL72_03045
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	616232	619411	+	WP_085699211.1	WP_085699211.1		carbamoyl-phosphate synthase large subunit	carB	61102008	FGL72_RS03045	3180	1059	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	619464	620384	+						61102009	FGL72_RS03050	921		old_locus_tag=FGL72_03050
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	619464	620384	+	WP_146992622.1	WP_146992622.1		dihydroorotate dehydrogenase		61102009	FGL72_RS03050	921	306	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	620425	621123	+					pyrF	61102010	FGL72_RS03055	699		old_locus_tag=FGL72_03055
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	620425	621123	+	WP_085699210.1	WP_085699210.1		orotidine-5'-phosphate decarboxylase	pyrF	61102010	FGL72_RS03055	699	232	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	621128	621757	+					pyrE	61102011	FGL72_RS03060	630		old_locus_tag=FGL72_03060
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	621128	621757	+	WP_012305265.1	WP_012305265.1		orotate phosphoribosyltransferase	pyrE	61102011	FGL72_RS03060	630	209	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	621807	622442	-					lexA	61102012	FGL72_RS03065	636		old_locus_tag=FGL72_03065
